frame,pid,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
51,0,531,530,540,540
54,0,489,525,499,537
55,0,502,516,512,528
183,0,726,576,776,628
190,0,615,638,650,687
266,0,691,526,702,539
270,0,601,524,610,535
291,0,744,578,788,613
321,0,724,581,769,636
330,0,605,638,625,664
360,0,469,600,508,643
366,0,469,600,509,644
367,0,469,600,509,644
368,0,469,600,509,644
369,0,468,600,509,643
370,0,469,600,509,642
371,0,469,600,509,642
372,0,468,606,509,647
373,0,469,622,508,663
374,0,469,629,508,669
375,0,469,633,508,670
376,0,468,634,508,674
377,0,467,645,507,687
451,0,374,516,400,548
452,0,425,503,455,541
467,0,351,496,367,517
468,0,351,496,367,517
524,0,374,592,389,610
525,0,374,592,390,609
526,0,374,591,390,609
527,0,374,591,390,609
528,0,374,591,390,609
529,0,374,591,390,609
530,0,374,591,390,609
531,0,374,591,390,609
532,0,374,591,390,609
545,0,662,422,678,442
546,0,726,404,742,428
547,0,781,399,801,430
551,0,855,376,882,412
552,0,855,376,882,412
553,0,855,376,882,412
554,0,856,376,882,412
555,0,856,376,882,412
556,0,856,376,882,412
557,0,856,376,882,411
558,0,856,377,882,411
559,0,856,377,882,411
560,0,856,377,882,411
561,0,856,377,882,411
562,0,856,377,882,411
563,0,855,375,881,411
1574,0,365,535,375,548
1574,1,458,540,471,559
1574,2,587,522,604,549
1596,0,409,502,430,533
1627,0,467,522,478,534
1691,0,525,414,539,432
1808,0,479,537,498,560
1822,0,578,453,601,476
1889,0,733,597,765,624
1920,0,578,436,598,459
1921,0,527,469,545,488
2018,0,374,592,389,610
2020,0,374,591,390,609
2021,0,374,591,390,609
2022,0,374,592,390,609
2023,0,374,592,390,609
2024,0,374,592,390,609
2025,0,374,592,390,609
2027,0,374,592,390,609
2028,0,374,591,390,609
2029,0,374,591,390,609
2030,0,374,591,390,609
2031,0,374,591,390,609
2032,0,374,591,390,609
2033,0,374,591,390,609
2034,0,374,591,390,609
2035,0,374,591,390,609
2036,0,374,591,390,609
2037,0,374,591,390,609
2038,0,374,591,390,609
2039,0,374,592,390,609
2040,0,374,592,389,609
2041,0,374,592,390,609
2042,0,374,591,390,609
2043,0,374,591,390,609
2044,0,374,591,390,609
2045,0,374,592,390,609
2046,0,374,591,390,609
2047,0,374,591,390,609
2048,0,374,591,390,609
2049,0,374,591,390,609
2052,0,374,591,390,609
2053,0,374,591,390,609
2054,0,374,591,390,609
2055,0,374,591,390,609
2055,1,570,551,590,579
2057,0,374,591,390,609
2058,0,374,591,390,609
2059,0,374,591,390,609
2060,0,374,592,390,609
2061,0,374,591,390,609
2062,0,374,591,390,609
2063,0,374,592,390,609
2064,0,374,592,390,609
2065,0,374,592,390,609
2066,0,374,592,390,609
2067,0,374,592,390,609
2068,0,374,592,389,609
2069,0,374,592,390,609
2071,0,374,592,390,609
2072,0,374,592,390,609
2073,0,374,592,390,609
2074,0,374,592,390,609
2075,0,374,592,390,609
2076,0,374,592,390,609
2077,0,374,592,390,609
2079,0,374,592,390,609
2082,0,374,592,390,609
2088,0,374,592,390,609
2089,0,374,592,390,609
2090,0,374,592,390,609
2091,0,374,591,390,609
2092,0,374,591,390,609
2093,0,374,591,390,609
2094,0,374,592,390,609
2095,0,374,591,390,609
2111,0,374,591,390,609
2112,0,374,591,390,609
2113,0,374,591,390,609
2114,0,374,591,390,609
2115,0,374,591,390,609
2116,0,374,591,390,609
2117,0,374,592,389,609
2118,0,374,592,389,609
2119,0,374,592,389,609
2120,0,374,592,389,609
2121,0,374,592,390,609
2122,0,374,592,390,609
2123,0,374,592,390,609
2124,0,374,591,390,609
2125,0,374,592,390,609
2126,0,374,591,390,609
2127,0,374,592,390,609
2128,0,374,592,390,609
2129,0,374,591,390,609
2130,0,374,592,390,609
2131,0,374,591,390,609
2132,0,374,591,390,609
2133,0,374,592,390,609
2134,0,374,592,390,609
2135,0,374,591,390,609
2136,0,374,591,390,609
2137,0,374,592,390,609
2138,0,374,592,390,609
2139,0,374,591,390,609
2140,0,374,591,390,609
2141,0,374,591,390,609
2142,0,374,591,390,609
2143,0,374,591,390,609
2144,0,374,591,390,609
2145,0,374,591,390,609
2146,0,374,591,390,609
2147,0,374,591,390,609
2148,0,374,591,390,609
2149,0,374,591,390,609
2150,0,374,592,390,609
2151,0,374,591,390,609
2152,0,374,592,390,609
2153,0,374,591,390,609
2154,0,374,591,390,609
2155,0,374,591,390,609
2156,0,374,591,390,609
2157,0,374,591,390,609
2158,0,374,591,390,609
2158,1,395,368,442,424
2159,0,374,591,390,609
2160,0,374,591,390,609
2161,0,374,591,390,609
2162,0,374,591,390,609
2163,0,374,591,390,609
2163,1,515,484,553,539
2164,0,374,591,390,609
2165,0,374,591,390,609
2166,0,374,591,390,609
2167,0,374,591,390,609
2168,0,374,591,390,609
2169,0,374,591,390,609
2170,0,374,592,390,609
2171,0,374,591,390,609
2172,0,374,592,390,609
2173,0,374,591,390,609
2174,0,374,591,390,609
2175,0,374,592,390,609
2176,0,374,592,390,609
2177,0,374,592,390,609
2178,0,374,592,390,609
2179,0,374,592,390,609
2180,0,374,592,390,609
2181,0,374,592,390,609
2182,0,374,592,390,609
2183,0,374,592,389,609
2184,0,374,592,390,609
2185,0,374,592,390,609
2186,0,374,592,390,609
2187,0,374,591,390,609
2188,0,374,591,390,609
2188,1,348,520,359,536
2189,0,374,591,390,609
2190,0,374,591,390,609
2191,0,374,592,390,609
2192,0,374,591,390,609
2193,0,374,591,390,609
2194,0,374,592,390,609
2195,0,374,591,390,609
2196,0,374,591,390,609
2197,0,374,591,390,609
2198,0,374,591,390,609
2199,0,374,591,390,609
2200,0,374,591,390,609
2201,0,374,591,390,609
2202,0,374,591,390,609
2203,0,374,592,390,609
2204,0,374,592,389,609
2205,0,374,591,390,609
2206,0,374,591,390,609
2207,0,374,592,389,609
2208,0,374,592,389,609
2209,0,374,591,390,609
2210,0,374,591,390,609
2211,0,374,591,390,609
2212,0,374,592,390,609
2213,0,374,592,390,609
2214,0,374,591,390,609
2215,0,374,591,390,609
2216,0,374,591,390,609
2217,0,374,591,390,609
2218,0,374,592,390,609
2219,0,374,592,390,609
2220,0,374,591,390,609
2221,0,374,591,390,609
2222,0,374,591,390,609
2223,0,374,591,390,609
2224,0,374,591,390,609
2225,0,374,591,390,609
2226,0,374,591,390,609
2227,0,374,591,390,609
2228,0,374,591,390,609
2229,0,374,591,390,609
2230,0,374,591,390,609
2231,0,374,591,390,609
2232,0,374,591,390,609
2233,0,374,591,390,609
2234,0,374,591,390,609
2235,0,374,591,390,609
2236,0,374,591,390,609
2237,0,374,591,390,609
2316,0,546,556,581,588
2442,0,376,529,398,558
2450,0,416,536,438,564
2480,0,444,525,464,551
2481,0,490,525,510,550
2482,0,545,522,573,554
2483,0,611,524,639,559
2522,0,219,525,245,553
2523,0,243,528,273,562
2524,0,279,527,311,562
2525,0,318,525,348,560
3027,0,824,482,862,533
3079,0,90,525,106,543
3092,0,4,413,28,443
3197,0,541,454,587,515
3198,0,459,452,509,518
3199,0,581,461,648,542
3200,0,655,416,824,671
3203,0,487,466,598,611
3204,0,499,485,551,555
3205,0,502,487,553,557
3206,0,595,483,656,563
3207,0,569,479,639,571
3208,0,456,480,528,583
3209,0,457,480,529,578
3220,0,446,546,465,574
3221,0,346,536,367,566
3230,0,253,531,276,563
3267,0,135,570,181,605
3404,0,1033,443,1078,504
3432,0,623,277,643,299
3440,0,374,612,390,630
3441,0,374,596,390,614
3442,0,374,592,389,610
3443,0,374,592,389,609
3444,0,374,592,389,609
3445,0,374,592,389,609
3446,0,374,591,390,609
3447,0,374,592,390,609
3448,0,374,591,390,609
3449,0,374,591,390,609
3468,0,547,520,567,543
